Block/Day/State Update,Txs/State Updates,Project
28054,9,ZKSpace
28055,21,ZKSpace
28056,25,ZKSpace
28057,22,ZKSpace
28058,6,ZKSpace
28059,9,ZKSpace
28060,20,ZKSpace
28061,2,ZKSpace
28062,7,ZKSpace
28063,1,ZKSpace
28064,2,ZKSpace
28065,1,ZKSpace
28066,19,ZKSpace
28067,13,ZKSpace
28068,29,ZKSpace
28069,12,ZKSpace
28070,1,ZKSpace
28071,3,ZKSpace
28072,9,ZKSpace
28073,19,ZKSpace
28074,13,ZKSpace
28075,4,ZKSpace
28076,1,ZKSpace
28077,28,ZKSpace
28078,9,ZKSpace
28079,13,ZKSpace
28080,15,ZKSpace
28081,28,ZKSpace
28082,22,ZKSpace
28083,10,ZKSpace
28084,6,ZKSpace
28085,16,ZKSpace
28086,3,ZKSpace
28087,5,ZKSpace
28088,4,ZKSpace
28089,11,ZKSpace
28090,9,ZKSpace
28091,5,ZKSpace
28092,5,ZKSpace
28093,2,ZKSpace
28094,18,ZKSpace
28095,16,ZKSpace
28096,17,ZKSpace
28097,16,ZKSpace
28098,7,ZKSpace
28099,34,ZKSpace
28100,28,ZKSpace
28101,5,ZKSpace
28102,25,ZKSpace
28103,2,ZKSpace
28104,2,ZKSpace
29506,350,Loopring
29507,313,Loopring
29508,171,Loopring
29509,217,Loopring
29510,287,Loopring
29511,293,Loopring
29512,206,Loopring
29513,159,Loopring
29514,130,Loopring
29515,190,Loopring
29516,121,Loopring
29517,190,Loopring
29518,72,Loopring
29519,367,Loopring
29520,143,Loopring
29521,68,Loopring
29522,190,Loopring
29523,200,Loopring
29524,384,Loopring
29525,384,Loopring
29526,384,Loopring
29527,349,Loopring
29528,112,Loopring
29529,384,Loopring
29530,311,Loopring
29531,205,Loopring
29532,384,Loopring
29533,384,Loopring
29534,384,Loopring
29535,383,Loopring
29536,300,Loopring
29537,384,Loopring
29538,384,Loopring
29539,374,Loopring
29540,383,Loopring
29541,270,Loopring
29542,368,Loopring
29543,384,Loopring
29544,384,Loopring
29545,338,Loopring
29546,354,Loopring
29547,384,Loopring
29548,349,Loopring
29549,308,Loopring
29550,384,Loopring
29551,319,Loopring
29552,245,Loopring
29553,384,Loopring
29554,384,Loopring
29555,342,Loopring
29556,384,Loopring
29557,117,Loopring
29558,183,Loopring
29559,281,Loopring
29560,268,Loopring
29561,82,Loopring
29562,175,Loopring
29563,368,Loopring
29564,384,Loopring
29565,250,Loopring
29566,262,Loopring
29567,154,Loopring
29568,189,Loopring
29569,126,Loopring
29570,288,Loopring
29571,73,Loopring
29572,207,Loopring
29573,104,Loopring
29574,141,Loopring
29575,376,Loopring
29576,180,Loopring
29577,141,Loopring
29578,117,Loopring
29579,140,Loopring
29580,222,Loopring
29581,268,Loopring
29582,296,Loopring
29583,285,Loopring
29584,257,Loopring
29585,269,Loopring
29586,342,Loopring
29587,220,Loopring
29588,171,Loopring
29589,384,Loopring
29590,384,Loopring
29591,384,Loopring
29592,384,Loopring
29593,384,Loopring
29594,302,Loopring
29595,384,Loopring
29596,384,Loopring
29597,384,Loopring
29598,234,Loopring
29599,384,Loopring
29600,151,Loopring
29601,301,Loopring
29602,351,Loopring
29603,296,Loopring
29604,273,Loopring
29605,153,Loopring
29607,287,Loopring
29608,192,Loopring
29609,171,Loopring
29610,229,Loopring
29611,363,Loopring
29612,228,Loopring
29613,236,Loopring
29614,159,Loopring
29615,145,Loopring
29616,214,Loopring
29617,124,Loopring
29618,275,Loopring
29619,329,Loopring
29620,384,Loopring
29621,384,Loopring
29622,64,Loopring
29623,122,Loopring
29624,99,Loopring
29625,62,Loopring
29626,79,Loopring
29627,154,Loopring
29628,339,Loopring
29629,361,Loopring
29630,219,Loopring
29631,285,Loopring
29632,225,Loopring
29633,303,Loopring
29634,327,Loopring
29635,384,Loopring
29636,191,Loopring
29637,294,Loopring
29638,239,Loopring
29639,137,Loopring
29640,384,Loopring
29641,384,Loopring
29642,384,Loopring
29643,384,Loopring
29644,384,Loopring
29645,294,Loopring
29646,338,Loopring
29647,384,Loopring
29648,384,Loopring
29649,339,Loopring
29650,362,Loopring
29651,370,Loopring
29652,141,Loopring
29653,369,Loopring
29654,241,Loopring
29655,328,Loopring
29656,384,Loopring
29657,186,Loopring
29658,294,Loopring
29659,239,Loopring
29660,137,Loopring
29661,351,Loopring
29662,302,Loopring
29663,209,Loopring
29664,117,Loopring
29665,190,Loopring
29666,95,Loopring
29667,384,Loopring
29668,355,Loopring
29669,384,Loopring
29670,149,Loopring
29671,170,Loopring
29672,191,Loopring
29673,141,Loopring
29674,117,Loopring
29675,150,Loopring
29676,173,Loopring
29677,174,Loopring
29678,186,Loopring
29679,179,Loopring
29680,384,Loopring
29681,384,Loopring
29682,384,Loopring
29683,210,Loopring
29684,209,Loopring
29685,177,Loopring
29686,167,Loopring
29687,384,Loopring
29688,277,Loopring
29689,247,Loopring
29690,174,Loopring
29691,370,Loopring
29692,282,Loopring
29693,107,Loopring
29694,345,Loopring
29695,252,Loopring
29696,328,Loopring
29697,384,Loopring
29698,384,Loopring
29699,384,Loopring
29700,384,Loopring
29701,384,Loopring
29702,384,Loopring
29703,384,Loopring
29704,384,Loopring
29705,384,Loopring
29706,384,Loopring
29707,384,Loopring
29708,384,Loopring
29709,384,Loopring
29710,384,Loopring
29711,321,Loopring
29712,310,Loopring
29713,384,Loopring
29714,384,Loopring
29715,384,Loopring
29716,384,Loopring
29717,328,Loopring
29718,338,Loopring
29719,319,Loopring
29720,334,Loopring
29721,351,Loopring
29722,356,Loopring
29723,184,Loopring
29724,172,Loopring
29725,187,Loopring
29726,223,Loopring
29727,311,Loopring
29728,219,Loopring
29729,384,Loopring
29730,285,Loopring
29731,300,Loopring
29732,363,Loopring
29733,221,Loopring
29734,317,Loopring
29735,341,Loopring
29736,384,Loopring
29737,240,Loopring
29738,243,Loopring
29739,203,Loopring
29740,384,Loopring
29741,167,Loopring
29742,254,Loopring
29743,384,Loopring
29744,216,Loopring
29745,215,Loopring
29746,266,Loopring
29747,172,Loopring
29748,167,Loopring
29749,219,Loopring
29750,289,Loopring
29751,285,Loopring
29752,384,Loopring
29753,363,Loopring
29754,281,Loopring
29755,284,Loopring
29756,384,Loopring
29757,384,Loopring
29758,384,Loopring
29759,384,Loopring
29760,382,Loopring
29761,143,Loopring
29762,384,Loopring
29763,384,Loopring
29764,384,Loopring
29765,384,Loopring
29766,384,Loopring
29767,278,Loopring
29768,318,Loopring
29769,361,Loopring
29770,384,Loopring
29771,289,Loopring
29772,384,Loopring
29773,362,Loopring
29774,247,Loopring
29775,384,Loopring
29776,384,Loopring
29777,270,Loopring
29778,356,Loopring
29779,227,Loopring
29780,184,Loopring
29781,312,Loopring
29782,142,Loopring
29783,111,Loopring
29784,77,Loopring
29785,209,Loopring
29786,105,Loopring
29787,134,Loopring
29788,384,Loopring
29789,104,Loopring
29790,119,Loopring
29791,91,Loopring
29792,77,Loopring
29793,46,Loopring
29794,143,Loopring
29795,122,Loopring
29796,112,Loopring
29797,112,Loopring
29798,158,Loopring
29799,112,Loopring
29800,152,Loopring
29801,384,Loopring
29802,167,Loopring
29803,183,Loopring
29804,153,Loopring
29805,175,Loopring
29806,282,Loopring
29807,298,Loopring
29808,249,Loopring
29809,239,Loopring
29810,222,Loopring
29811,229,Loopring
29812,346,Loopring
29813,158,Loopring
29814,249,Loopring
29815,384,Loopring
29816,323,Loopring
29817,246,Loopring
29818,384,Loopring
29819,364,Loopring
29820,384,Loopring
29821,356,Loopring
29822,384,Loopring
29823,384,Loopring
29824,355,Loopring
29825,51,Loopring
29826,177,Loopring
29827,93,Loopring
29828,88,Loopring
29829,230,Loopring
29830,93,Loopring
29831,99,Loopring
29832,113,Loopring
29833,290,Loopring
29834,163,Loopring
29835,197,Loopring
29836,130,Loopring
29837,245,Loopring
29838,246,Loopring
29839,92,Loopring
29840,277,Loopring
29841,384,Loopring
29842,384,Loopring
29843,384,Loopring
29844,384,Loopring
29845,212,Loopring
29846,51,Loopring
29847,177,Loopring
29848,93,Loopring
29849,106,Loopring
29850,359,Loopring
29851,195,Loopring
29852,248,Loopring
29853,303,Loopring
29854,336,Loopring
29855,270,Loopring
29856,304,Loopring
29857,271,Loopring
29858,327,Loopring
29859,234,Loopring
29860,346,Loopring
29861,384,Loopring
29862,384,Loopring
29863,384,Loopring
29864,384,Loopring
29865,384,Loopring
29866,384,Loopring
29867,380,Loopring
29868,98,Loopring
29869,384,Loopring
29870,325,Loopring
29871,266,Loopring
29872,199,Loopring
29873,384,Loopring
29874,260,Loopring
29875,336,Loopring
29876,384,Loopring
29877,172,Loopring
